,link,referencia,latitud,longitud,direccion,distrito,etapa,fecha_entrega,financiamiento,areas_comunes,tipo,tipologia,piso,dormitorios,area,precio
318,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2715-central-park-cercado-de-lima-lima-lima-tribeca-inmobiliaria,CENTRAL PARK,-12.078525,-77.036408,Av. Arenales 1387,Cercado de lima,En construcción,"31 de Julio, 2025",Banco Scotiabank,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas']",flat,TIPO 4,Pisos: Entre 4 al 22,2,54.45 m2,"S/ 388,410"
859,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3318-gaviotas-176-chorrillos-lima-lima-v&v-grupo-inmobiliario,Gaviotas 176,-12.182188,-77.007618,"Av. Las Gaviotas 176, Chorrillos 15064",Chorrillos,En planos,"31 de Mayo, 2027",Otros,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin interior', 'Lobby', 'Parque privado', 'Sala de Niños', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,T1X102,Piso: 1,2,58.21 m2,"S/ 298,000"
5465,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2578-ramon-zavala-ii-miraflores-lima-lima-inmobiliaria-diegal,RAMON ZAVALA II,-12.1212806,-77.03889149999999,CALLE RAMON ZAVALA CON JOSE GALVEZ 897,Miraflores,En construcción,"31 de Marzo, 2025",Banco BCP,"['Areas verdes', 'Ascensor directo', 'Cuarto servicio', 'Gimnasio', 'Lobby', 'Sala de usos Múltiples', 'Techo Panorámico', 'Techos Ecológicos', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",duplex,X06,Piso: 9,3,144.53 m2,"$ 428,000"
1471,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2436-ativa-santiago-de-surco-lima-lima-cosapi,ATIVA,-12.09812654523626,-76.97171687190692,"El Derby 160, Surco",Santiago De Surco,En planos,"18 de Julio, 2024",Banco BCP,"['Área de juegos para niños', 'Gimnasio', 'Lobby', 'Sala de Niños', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,Departamento tipo X02,Pisos: Entre 1 al 12,2,50.31 m2,"S/ 534,770"
1199,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3060-san-felipe-jesus-maria-lima-lima-actual,San Felipe,-12.0822817,-77.049093,"Av San Felipe N°890 Esq. con Jr. Luis Sanchez Cerro, Jesús María",Jesus Maria,En construcción,"30 de Abril, 2026","Banco BCP, BBVA, Banco Interbank, Banco Scotiabank, Otros","['Gimnasio', 'Lobby', 'Piscina', 'Sala de Niños', 'Sala de usos Múltiples', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,A1,Pisos: Entre 2 al 21,2,62.11 m2,"S/ 456,770"
385,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2825-gran-central-colonial-ii-cercado-de-lima-lima-lima-los-portales-departamentos,Gran Central Colonial II,-12.048627555955235,-77.06993934158089,"Av. Óscar R. Benavides 2140, Cercado de Lima",Cercado de lima,En construcción,"31 de Octubre, 2025",Banco BANBIF,"['Gimnasio', 'Lobby', 'Sala Bar', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,3D+S,Pisos: Entre 2 al 23,3,70.31 m2,"S/ 361,031"
5286,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1740-hills-camacho-santiago-de-surco-lima-lima-grupo-t&c,HILLS CAMACHO,-12.078566200280472,-76.96516147133944,Av. javier prado este 294,Santiago De Surco,Entrega inmediata,"30 de Junio, 2024",Financiamiento Propio,"['Área de juegos para niños', 'Cuarto servicio', 'Gimnasio', 'Jardin de niños', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Niños', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Zona de Parrillas']",flat,TIPO 8-1,Piso: 1,3,203.08 m2,"S/ 1,345,325"
2995,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1929-edificio-eco-28-miraflores-lima-lima-fundamenta,Edificio Eco 28,-12.127501316980656,-77.02745936242582,Av. 28 de Julio 639,Miraflores,Entrega inmediata,"30 de Junio, 2023",Banco BCP,"['Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Techo Panorámico', 'Zona de Lavandería', 'Zona de Parrillas']",flat,Tipologia 3,Piso: 3,3,102.93 m2,"S/ 1,136,800"
607,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2782-lord-nelson-419-miraflores-lima-lima-lateral,LORD NELSON 419,-12.112305195913558,-77.0400981900457,Calle Lord Nelson N° 419 esq. con Calle Mariscal Sucre N° 183,Miraflores,En planos,"30 de Junio, 2025",Banco BCP,"['Jardin interior', 'Lobby', 'Sala de usos Múltiples', 'Terraza', 'Otros']",duplex,PENTHOUSE 906,Piso: 9,2,158.04 m2,"$ 469,920"
2273,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3375-escudero-miraflores-lima-lima-elsvan-construcciones-inmobiliarias,ESCUDERO,-12.125127855012996,-77.0040428737733,"Av. Tomas Marsano 2510, Urb. Los Jazmines, Miraflores",Miraflores,En planos,"31 de Agosto, 2026",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Jardin interior', 'Lobby', 'Piscina', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,TIPO D,"Pisos: 2, 3, 4, 5, 6",3,80.00 m2,"$ 159,000"
6331,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2989-the-park-cercado-de-lima-lima-lima-inversiones-tierra-blanca,THE PARK,-12.062689220117802,-77.0770292682218,Santa Mariana de Paredes 494,Cercado de lima,En planos,"31 de Julio, 2025",Banco BCP,"['Lobby', 'Otros']",flat,TIPO 4,Piso: 1,2,61.50 m2,"S/ 381,000"
2679,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3338-empire-san-isidro-lima-lima-redbay-inmobiliaria,EMPIRE,-12.0959094,-77.0354488,Av. Camino Real 295,San Isidro,En planos,"30 de Noviembre, 2026",BBVA,"['Jardin interior', 'Lobby', 'Sala de Internet', 'Sala de usos Múltiples', 'Terraza', 'Otros']",flat,3,Pisos: Entre 2 al 7,1,41.66 m2,"S/ 536,900"
5099,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2580-aldana-bella-la-victoria-lima-lima-stella-inmobiliaria,ALDANA BELLA,-12.0863505,-77.010325,AV LUIS ALDANA 255-257,La Victoria,En construcción,"31 de Agosto, 2024",Banco BCP,"['Lobby', 'Sala Bar', 'Sala de usos Múltiples', 'Techo Panorámico', 'Terraza', 'Video vigilancia', 'Zona de Parrillas']",flat,Tipo 2,"Pisos: 2, 3, 4, 5, 6",1,38.34 m2,"S/ 362,728"
1436,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1867-edificio-vista-verde-cercado-de-lima-lima-lima-grupo-mg,Edificio Vista Verde,-12.07185509081883,-77.03196365741557,Jr. Torres Paz 834,Cercado de lima,Entrega inmediata,"31 de Octubre, 2023",Banco BANBIF,"['Lobby', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Otros']",duplex,TIPO 9D,Piso: 20,3,119.00 m2,"S/ 633,160"
3340,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2299-stay-jesus-maria-lima-lima-casaideal-inmobiliaria,STAY,-12.083124638547416,-77.05339550367809,"Av. San Felipe 537-539, Jesús María",Jesus Maria,En construcción,"30 de Noviembre, 2024",Banco BCP,"['Gimnasio', 'Jardin interior', 'Lobby', 'Sala Bar', 'Sala de Niños', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,Flat 102,Piso: 1,1,67.39 m2,"S/ 495,300"
2745,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3290-kampu-ate-lima-lima-lider,Kampu,-12.019041307351683,-76.87427537160002,"Av. NN1 cruce con av. Daniel Alcides Carrión, Santa Clara, Ate",Ate,En planos,"30 de Noviembre, 2025",Banco BCP,"['Área de juegos para niños', 'Areas verdes', 'Cancha de Fulbito', 'Gimnasio', 'Minimarket', 'Sala de usos Múltiples', 'Zona de Parrillas', 'Otros']",flat,Tipo 5A - 4D,"Pisos: 3, 6, 7, 8, 9",4,75.94 m2,"S/ 274,600"
1126,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3322-avellana-pueblo-libre-lima-lima-abril-grupo-inmobiliario,Avellana,-12.0725401,-77.05197679999999,Av. Brasil 1350,Pueblo Libre,En planos,"31 de Julio, 2027",Banco BCP,"['Piscina', 'Terraza', 'Zona de Parrillas']",flat,AVE-2-X19,Pisos: Entre 3 al 27,2,58.75 m2,"S/ 352,000"
4751,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3239-sky-park-san-borja-lima-lima-inhouse,SKY PARK,-12.0956057,-76.9882326,Jirón Paseo del Bosque 832,San Borja,En planos,"31 de Marzo, 2026",BBVA,"['Areas verdes', 'Lobby', 'Sala Bar', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,406,Piso: 4,2,60.23 m2,"S/ 479,000"
4691,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2286-borgono-1135-miraflores-lima-lima-inversiones-palomar,BORGOÑO 1135,-12.1078578,-77.03400049999999,GENERAL BORGOÑO 1135 Miraflores,Miraflores,En planos,"30 de Noviembre, 2025",Otros,"['Areas verdes', 'Boulevard peatonal', 'Club House', 'Jardin interior', 'Lobby', 'Sala Bar', 'Salon Gourmet', 'Techo Panorámico', 'Techos Ecológicos', 'Terraza', 'Video vigilancia']",flat,11,"Pisos: 1, 2, 4",1,61.64 m2,"$ 154,450"
6111,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2693-santa-isabel-147-miraflores-lima-lima-labok-grupo-inmobiliario,Santa Isabel 147,-12.1300885,-77.02741759999999,Santa Isabel 147,Miraflores,En construcción,"30 de Junio, 2025",Banco BCP,"['Areas verdes', 'Lobby', 'Video vigilancia', 'Otros']",flat,Tipo 1 - 701,Piso: 7,2,109.85 m2,"$ 284,000"
5189,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2689-trivento-pueblo-libre-lima-lima-urbalima,TRIVENTO,-12.078120318952418,-77.06859828819913,Calle Eleazar Blanco 300,Pueblo Libre,En construcción,"31 de Octubre, 2024",Banco BANBIF,"['Lobby', 'Sala Bar', 'Sala de usos Múltiples', 'Terraza']",flat,Tipo 14,Piso: 12,3,67.78 m2,"S/ 487,900"
3753,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3165-albamar-o2-miraflores-lima-lima-albamar-grupo-inmobiliario,Albamar | O2,-12.1112683,-77.0506109,Av. Del Ejercito 1179,Miraflores,En planos,"31 de Diciembre, 2025",Otros,"['Boulevard peatonal', 'Gimnasio', 'Lobby', 'Sala Bar', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,TIPO 3A,Pisos: Entre 4 al 12,2,62.03 m2,"S/ 518,800"
71,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3368-residencial-trazo-santiago-de-surco-lima-lima-grupo-dicon,RESIDENCIAL TRAZO,-12.1293067,-76.9856602,JR BATALLÓN CALLAO SUR 502,Santiago De Surco,En construcción,"30 de Junio, 2025",Banco Scotiabank,['Lobby'],flat,TIPO 1,Piso: 1,2,99.59 m2,"$ 184,791"
2707,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2962-eighth-avenue-jesus-maria-lima-lima-beca-inmobiliaria,Eighth Avenue,-12.0849922,-77.0551871,Calle Estados Unidos 831,Jesus Maria,En construcción,"30 de Abril, 2025",Banco Scotiabank,"['Lobby', 'Piscina', 'Terraza']",flat,X02,Pisos: Entre 3 al 9,3,76.00 m2,"S/ 633,800"
5053,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2730-emerald-pueblo-libre-2-pueblo-libre-lima-lima-fai-inmobiliaria,Emerald Pueblo Libre 2,-12.076693493713218,-77.0567324978256,Calle Jose Ugarteche 103 Pueblo Libre,Pueblo Libre,En construcción,"31 de Octubre, 2025",Banco BCP,"['Jardin de niños', 'Lobby', 'Sala Bar', 'Sala de Niños', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,Piso 2 - X1,Piso: 2,2,60.88 m2,"S/ 411,036"
5093,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2212-garzon-jesus-maria-lima-lima-my-home,Garzón,-12.0657477,-77.04443169999999,Avenida General Eugenio Garzón 550 Jesús María,Jesus Maria,Entrega inmediata,"29 de Febrero, 2024",Banco Interbank,"['Gimnasio', 'Lobby', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,Subtipo 2A Único 102,Piso: 1,2,83.00 m2,"S/ 525,000"
1248,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2837-momen-bre%C3%B1a-lima-lima-cosapi,MOMEN,-12.0604151,-77.05264609999999,"Aguarico 1251, Breña",Breña,En planos,"04 de Abril, 2025","Banco BCP, Otros","['Área de juegos para niños', 'Gimnasio', 'Karaoke', 'Lobby', 'Sala Bar', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,X03,Pisos: Entre 2 al 20,3,61.53 m2,"S/ 460,145"
665,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3406-albamar-match-san-miguel-lima-lima-albamar-grupo-inmobiliario,Albamar | Match,-12.0781557,-77.09538289999999,Av. de los patriotas 206,San Miguel,En planos,"31 de Enero, 2026",Financiamiento Propio,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Karaoke', 'Lobby', 'Sala Bar', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas']",flat,TIPO 3,Pisos: Entre 2 al 20,2,57.88 m2,"S/ 388,200"
989,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3202-supra-tower-san-miguel-lima-lima-quatro-inmobiliaria,Supra Tower,-12.0769686,-77.0985535,Avenida Los Patriotas 415,San Miguel,En planos,"30 de Junio, 2026",Banco BCP,"['Gimnasio', 'Jardin de niños', 'Karaoke', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,B,Pisos: 10 y 14,2,61.00 m2,"S/ 392,764"
593,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3398-alicanto-jesus-maria-lima-lima-grupo-cygnus,Alicanto,-12.0706,-77.04705,Jr. General Canterac 279 283 Jesús María,Jesus Maria,En planos,"31 de Marzo, 2026",Banco BCP,"['Área de juegos para niños', 'Gimnasio', 'Lobby', 'Sala de usos Múltiples', 'Zona de Parrillas', 'Otros']",flat,Tipo 2,Pisos: Entre 3 al 15,3,80.34 m2,"S/ 537,009"
628,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3011-torre-castelo-cercado-de-lima-lima-lima-capac-asociados,TORRE CASTELO,-12.07758526037867,-77.03489898523888,"Teodoro Cardenas 244, Santa Beatriz",Cercado de lima,En planos,"31 de Octubre, 2026",Banco Scotiabank,"['Gimnasio', 'Jardin interior', 'Lobby', 'Sala de usos Múltiples', 'Zona de Lavandería']",flat,X02,Pisos: Entre 3 al 22,2,66.28 m2,"S/ 453,684"
1334,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2918-aliaga-garden-etapa-2-magdalena-del-mar-lima-lima-evergran-grupo-inmobiliario,Aliaga Garden - Etapa 2,-12.0946576,-77.0593471,Av. Juan de Aliaga 456,Magdalena Del Mar,En construcción,"31 de Mayo, 2025",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Boulevard peatonal', 'Club House', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Parque privado', 'Piscina', 'Sala Bar', 'Sala de Internet', 'Sala de Niños', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,X-07,Pisos: Entre 2 al 21,1,40.36 m2,"S/ 350,000"
2896,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3006-los-parques-de-san-juan-san-juan-de-lurigancho-lima-lima-besco,LOS PARQUES DE SAN JUAN,-12.0178544,-76.9985631,Av. Portada Del Sol N°870 / 1050,San Juan De Lurigancho,En planos,"31 de Diciembre, 2024",BBVA,"['Areas verdes', 'Club House', 'Sala de Niños', 'Sala de usos Múltiples', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,ETAPA 1 - TORRE 5 - FLAT - Tipo 2A,Piso: 1,3,69.34 m2,"S/ 341,400"
3422,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3305-belalba-pueblo-libre-lima-lima-urbana-per%C3%BA,Belalba,-12.0785636,-77.0576182,CALLE LORETO 150 – PUEBLO LIBRE,Pueblo Libre,En planos,"30 de Diciembre, 2026",Banco BCP,"['Areas verdes', 'Gimnasio', 'Jardin interior', 'Lobby', 'Sala Bar', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,B-TIPO 05,Piso: 1,1,54.92 m2,"S/ 338,441"
5654,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2621-basadre-1310-san-isidro-lima-lima-fundamenta,Basadre 1310,-12.0957467,-77.0450445,Av. Jorge Basadre 1310 San Isidro,San Isidro,En construcción,"30 de Abril, 2025",Banco BCP,"['Jardin interior', 'Lobby', 'Sala Bar']",flat,TIPOLOGIA 7,Piso: 3,2,159.37 m2,"S/ 1,836,000"
4400,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3360-horne-137-barranco-lima-lima-calicanto,Horne 137,-12.1383383,-77.018517,Calle Enrique del Horne 137,Barranco,En planos,"31 de Diciembre, 2025",Banco BCP,"['Areas verdes', 'Jardin interior', 'Lobby', 'Sala de usos Múltiples', 'Video vigilancia', 'Zona de Parrillas']",flat,SX06,Piso:,2,85.59 m2,"$ 153,710"
2112,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1773-vidal-140-miraflores-lima-lima-pionero-inmobiliaria,VIDAL 140,-12.114574522868692,-77.02931795356658,"General Vidal 140, con Av. Arequipa cuadra 49",Miraflores,Entrega inmediata,"31 de Diciembre, 2022","Banco BCP, BBVA, Banco Interbank, Banco Scotiabank","['Área de juegos para niños', 'Lobby', 'Sala Bar', 'Zona de Parrillas', 'Otros']",flat,TIPO 6,Piso: 6,3,90.66 m2,"S/ 735,000"
6176,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2756-benavides-30-miraflores-lima-lima-citia,BENAVIDES 30,-12.1290823,-77.0021289,Av. Benavides 3066,Miraflores,En planos,"15 de Septiembre, 2025",BBVA,"['Lobby', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,2D,"Pisos: 9, 12, 16, 19",2,62.32 m2,"S/ 466,900"
420,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3421-quinones-park-san-miguel-lima-lima-multiurbe,Quiñones Park,-12.0734245,-77.0960388,"Intisuyo 499, San Miguel",San Miguel,En planos,"31 de Diciembre, 2025",Otros,"['Lobby', 'Sala de usos Múltiples', 'Zona de Parrillas', 'Otros']",flat,Tipo 8,Piso: 10,2,80.00 m2,"S/ 496,545"
2827,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3403-aliaga-442-magdalena-del-mar-lima-lima-vive-plm,ALIAGA 442,-12.0953729,-77.0593799,JUAN DE ALIAGA 442,Magdalena Del Mar,En planos,"31 de Diciembre, 2025",BBVA,"['Área de juegos para niños', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Niños', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,T 16C,Pisos: 11 y 15,3,79.10 m2,"S/ 651,160"
3628,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3237-valle-grande-4-carabayllo-lima-lima-enacorp,VALLE GRANDE 4,-11.862355623377484,-77.05571705709315,Av. San Juan de Dios s/n Paradero Haras - Carabayllo,Carabayllo,En construcción,"01 de Noviembre, 2024",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Parque privado', 'Sala de Niños', 'Sala de usos Múltiples', 'Otros']",flat,TIPO 70,Piso: 3,3,54.87 m2,"S/ 85,695"
1080,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1810-dos-de-mayo-lince-lince-lima-lima-initalia,Dos de Mayo- Lince,-12.090064996564706,-77.03493570273388,Arenales 2570,Lince,Entrega inmediata,"31 de Julio, 2024",Banco Scotiabank,"['Areas verdes', 'Lobby', 'Piscina', 'Sala de usos Múltiples', 'Salon Gourmet', 'Techo Panorámico', 'Techos Ecológicos', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas']",flat,T-1707,Piso: 17,1,39.91 m2,"S/ 357,800"
2571,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2176-sky-four-lince-lima-lima-flat,SKY FOUR,-12.088926,-77.0334359,Av. Arequipa 2491,Lince,Entrega inmediata,"15 de Diciembre, 2023",Banco Interbank,"['Área de juegos para niños', 'Gimnasio', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Niños', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,4,Pisos: 6 y 17,3,83.03 m2,"S/ 685,000"
1849,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2596-legado-jesus-maria-lima-lima-invent,LEGADO,-12.0820984,-77.0499681,"Jesús María, Av San Felipe 785 -787",Jesus Maria,En planos,"31 de Diciembre, 2025",BBVA,"['Área de juegos para niños', 'Gimnasio', 'Karaoke', 'Piscina', 'Sala de Niños', 'Terraza', 'Zona de Lavandería', 'Otros']",duplex,D5,Piso: 22,3,109.47 m2,"S/ 646,725"
3579,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3237-valle-grande-4-carabayllo-lima-lima-enacorp,VALLE GRANDE 4,-11.862355623377484,-77.05571705709315,Av. San Juan de Dios s/n Paradero Haras - Carabayllo,Carabayllo,En construcción,"01 de Noviembre, 2024",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Parque privado', 'Sala de Niños', 'Sala de usos Múltiples', 'Otros']",flat,TIPO 21,Piso: 5,3,54.87 m2,"S/ 85,695"
1855,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2614-nueva-aurora-3-surquillo-lima-lima-vienna-grupo-inmobiliario,Nueva Aurora 3,-12.1177588,-77.01413749999999,Av. Sergio Bernales 460,Surquillo,En construcción,"30 de Noviembre, 2024",Banco BCP,"['Área de juegos para niños', 'Lobby', 'Sala de Internet', 'Sala de Niños', 'Techo Panorámico', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,TIPO 1B,Pisos: Entre 2 al 18,2,56.49 m2,"S/ 451,900"
379,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2688-gracia-miraflores-lima-lima-urbana-per%C3%BA,Gracia,-12.1277055,-77.0075267,Av. Aflredo Benavides 2543,Miraflores,En planos,"30 de Diciembre, 2025",Banco Scotiabank,"['Lobby', 'Sala de Niños', 'Sala de usos Múltiples', 'Zona de Parrillas', 'Otros']",duplex,Tipo Y03,Piso: 16,1,73.53 m2,"S/ 967,708"
2705,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2962-eighth-avenue-jesus-maria-lima-lima-beca-inmobiliaria,Eighth Avenue,-12.0849922,-77.0551871,Calle Estados Unidos 831,Jesus Maria,En construcción,"30 de Abril, 2025",Banco Scotiabank,"['Lobby', 'Piscina', 'Terraza']",flat,Tipo 3,Piso: 1,3,129.85 m2,"S/ 987,945"
3642,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3237-valle-grande-4-carabayllo-lima-lima-enacorp,VALLE GRANDE 4,-11.862355623377484,-77.05571705709315,Av. San Juan de Dios s/n Paradero Haras - Carabayllo,Carabayllo,En construcción,"01 de Noviembre, 2024",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Parque privado', 'Sala de Niños', 'Sala de usos Múltiples', 'Otros']",flat,TIPO 84,Piso: 1,3,54.87 m2,"S/ 150,000"
2379,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2746-montpellier-magdalena-del-mar-lima-lima-inhouse,Montpellier,-12.095838,-77.0611508,"Jr. Sanchez Carrion 389, Magdalena",Magdalena Del Mar,En construcción,"31 de Diciembre, 2024",Banco Interbank,"['Areas verdes', 'Lobby', 'Terraza', 'Otros']",flat,301,Piso: 4,3,97.00 m2,"S/ 888,557"
4616,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3358-central-home-chacarilla-santiago-de-surco-lima-lima-ee-inmobiliaria,Central Home Chacarilla,-12.112760461149128,-76.99036037001652,Cl. Monterrey 319,Santiago De Surco,En planos,"31 de Octubre, 2025",Banco BCP,"['Gimnasio', 'Lobby', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas']",duplex,Duplex 1504,Piso: 15,3,122.58 m2,"$ 193,000"
4515,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3167-hometown-condominio-san-borja-lima-lima-esparq-inversiones,Hometown Condominio,-12.0940626,-76.9894345,Durero 490 san borja,San Borja,En construcción,"30 de Mayo, 2025",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Piscina', 'Sala de Internet', 'Sala de Niños', 'Sala de usos Múltiples', 'Salon Gourmet']",duplex,TORRE K TIPO 18I,Piso: 4,4,253.90 m2,"$ 447,000"
116,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1628-residencial-frutales-la-molina-lima-lima-cimentares-grupo-inmobiliario,RESIDENCIAL FRUTALES,-12.0701717,-76.9644935,Av los frutales Nº 815Mz NLote 18,La Molina,Entrega inmediata,"15 de Septiembre, 2019",Financiamiento Propio,"['Cuarto servicio', 'Jardin interior', 'Lobby']",duplex,TIPO A,Piso: 2,3,252.05 m2,"$ 340,000"
3834,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3221-casa-barranco-195-barranco-lima-lima-gdc-inmobiliaria,Casa Barranco 195,-12.1409252,-77.0201024,Bustamante 195,Barranco,En planos,"30 de Junio, 2025",Banco Scotiabank,"['Jardin interior', 'Lobby', 'Sala de usos Múltiples', 'Zona de Parrillas']",flat,X07,Piso: 5,2,55.80 m2,"S/ 540,086"
5249,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3010-lima-barranco-lima-lima-capac-asociados,LIMA,-12.1442897,-77.0231719,Av. San Martín 217,Barranco,En planos,"30 de Septiembre, 2025",Financiamiento Propio,"['Lobby', 'Otros']",flat,X206,Piso: 2,1,45.50 m2,"S/ 441,828"
